building_id,date,predicted_electricity_kwh
B001,2025-03-03,4233.286091154772
B001,2025-03-04,4151.414248578066
B001,2025-03-05,4032.8437912504164
B001,2025-03-06,4217.452750169902
B001,2025-03-07,4116.010959233409
B001,2025-03-08,3524.2805103467663
B001,2025-03-09,3804.7568261109104
B001,2025-03-10,3867.9273633999633
B001,2025-03-11,4089.986711262889
B001,2025-03-12,3885.323159907288
B001,2025-03-13,3760.4949404735967
B001,2025-03-14,3746.563008250496
B001,2025-03-15,3483.635900073173
B001,2025-03-16,3465.411014606942
B001,2025-03-17,3650.4929341418856
B001,2025-03-18,3673.2987080837675
B001,2025-03-19,3787.8437262276093
B001,2025-03-20,3601.326463077871
B001,2025-03-21,3536.209684278577
B001,2025-03-22,3112.847913451827
B001,2025-03-23,3307.60738802517
B001,2025-03-24,3667.635509909195
B001,2025-03-25,3567.220909426859
B001,2025-03-26,3401.835016111043
B001,2025-03-27,3631.1886769533908
B001,2025-03-28,3650.056408602651
B001,2025-03-29,2710.046230586996
B001,2025-03-30,3239.66542193762
B001,2025-03-31,3621.086077010929
B002,2025-01-01,1308.852448595359
B002,2025-01-02,1311.039923793752
B002,2025-01-03,1311.8380976351662
B002,2025-01-04,1152.943150657392
B002,2025-01-05,1228.3543123015165
B002,2025-01-06,1315.216143715868
B002,2025-01-07,1309.9610234170452
B002,2025-01-08,1365.8618666584077
B002,2025-01-09,1325.4481568292667
B002,2025-01-10,1380.5773012001016
B002,2025-01-11,1296.6484710036252
B002,2025-01-12,1302.6925497662298
B002,2025-01-13,1351.4404728319773
B002,2025-01-14,1365.3269226794398
B002,2025-01-15,1351.2887007970244
B002,2025-01-16,1364.168983120782
B002,2025-01-17,1388.4191924745596
B002,2025-01-18,1288.3100915479083
B002,2025-01-19,1236.0875442340075
B002,2025-01-20,1349.9388755600685
B002,2025-01-21,1350.6196910359515
B002,2025-01-22,1374.3852377685241
B002,2025-01-23,1351.9111852958338
B002,2025-01-24,1411.4016982150135
B002,2025-01-25,1330.7147148625236
B002,2025-01-26,1310.6557687470436
B002,2025-01-27,1374.8610585890453
B002,2025-01-28,1363.1954588414435
B002,2025-01-29,1332.6125847750704
B002,2025-01-30,1357.785902632709
B002,2025-01-31,1404.543689088745
B002,2025-02-01,1293.7749815716425
B002,2025-02-02,1238.568960071843
B002,2025-02-03,1355.7133125752443
B002,2025-02-04,1340.0153787866816
B002,2025-02-05,1366.0503964275463
B002,2025-02-06,1367.7963607592624
B002,2025-02-07,1364.483114698326
B002,2025-02-08,1270.9295502172995
B002,2025-02-09,1254.3133540229765
B002,2025-02-10,1338.5952173327094
B002,2025-02-11,1277.4000503625484
B002,2025-02-12,1316.3588665202788
B002,2025-02-13,1283.2012708559678
B002,2025-02-14,1315.9685664279978
B002,2025-02-15,1306.7079654808042
B002,2025-02-16,1250.619321499106
B002,2025-02-17,1285.7742820560006
B002,2025-02-18,1273.3650871156806
B002,2025-02-19,1314.839207511768
B002,2025-02-20,1332.0316237349364
B002,2025-02-21,1284.1052062054885
B002,2025-02-22,1241.873253453033
B002,2025-02-23,1183.3103569033162
B002,2025-02-24,1325.4291110671222
B002,2025-02-25,1305.898134376488
B002,2025-02-26,1311.108158487644
B002,2025-02-27,1306.7857599244699
B002,2025-02-28,1283.6602895691979
B002,2025-03-01,1221.2332550381027
B002,2025-03-02,1211.2419923507725
B002,2025-03-03,1299.0500120159743
B002,2025-03-04,1262.913189878039
B002,2025-03-05,1257.819988428821
B002,2025-03-06,1276.9447270408855
B002,2025-03-07,1257.9823746927948
B002,2025-03-08,1205.8904713305405
B002,2025-03-09,1167.2467802555695
B002,2025-03-10,1212.536127911937
B002,2025-03-11,1217.774726784357
B002,2025-03-12,1178.9598571835832
B002,2025-03-13,1155.2322389930011
B002,2025-03-14,1167.5135707029401
B002,2025-03-15,1112.903203570076
B002,2025-03-16,1107.2016553559765
B002,2025-03-17,1159.2042435844257
B002,2025-03-18,1171.527082114344
B002,2025-03-19,1167.841766334307
B002,2025-03-20,1138.4242809215884
B002,2025-03-21,1130.4779567668584
B002,2025-03-22,1078.192643294641
B002,2025-03-23,1086.705542246138
B002,2025-03-24,1144.6602410137716
B002,2025-03-25,1124.5255760900473
B002,2025-03-26,1100.9805570439228
B002,2025-03-27,1135.0201489788333
B002,2025-03-28,1127.5214656640246
B002,2025-03-29,966.5545807353723
B002,2025-03-30,1079.0109141793682
B002,2025-03-31,1126.0446379512591
B003,2025-01-01,2375.5255074228235
B003,2025-01-02,2246.1326320961616
B003,2025-01-03,2394.997522552045
B003,2025-01-04,1481.3015748233454
B003,2025-01-05,1455.248291712297
B003,2025-01-06,2393.2891228329677
B003,2025-01-07,2384.153145519513
B003,2025-01-08,2382.462393998131
B003,2025-01-09,2437.216981677569
B003,2025-01-10,2498.7315663929044
B003,2025-01-11,1466.062464783419
B003,2025-01-12,1467.518671828286
B003,2025-01-13,2461.911378138176
B003,2025-01-14,2414.6237497733314
B003,2025-01-15,2439.953884256052
B003,2025-01-16,2414.9809373543785
B003,2025-01-17,2474.4601665041932
B003,2025-01-18,1456.9694197986753
B003,2025-01-19,1467.71902241773
B003,2025-01-20,2443.27087295439
B003,2025-01-21,2415.6733148606677
B003,2025-01-22,2427.4504678534354
B003,2025-01-23,2429.2257895462044
B003,2025-01-24,2474.3433102755253
B003,2025-01-25,1440.4200607503494
B003,2025-01-26,1464.4791121429205
B003,2025-01-27,2438.1297232017487
B003,2025-01-28,2399.8540565041117
B003,2025-01-29,2442.0427408491687
B003,2025-01-30,2379.322557392272
B003,2025-01-31,2465.3945995614827
B003,2025-02-01,1470.3248600152053
B003,2025-02-02,1483.969250550114
B003,2025-02-03,2436.4418390719393
B003,2025-02-04,2379.8589579712293
B003,2025-02-05,2387.175831356216
B003,2025-02-06,2349.693500094391
B003,2025-02-07,2418.8514245912056
B003,2025-02-08,1467.512169306337
B003,2025-02-09,1443.3725975464936
B003,2025-02-10,2427.5293340118674
B003,2025-02-11,2442.8988577404803
B003,2025-02-12,2262.2848563551993
B003,2025-02-13,2445.361122139664
B003,2025-02-14,2423.179670857933
B003,2025-02-15,1440.8348405708398
B003,2025-02-16,1454.217427818566
B003,2025-02-17,2431.4707220753858
B003,2025-02-18,2425.3551161844034
B003,2025-02-19,2336.9692497665574
B003,2025-02-20,2299.334074983978
B003,2025-02-21,2423.3152599435566
B003,2025-02-22,1439.8915869963905
B003,2025-02-23,1433.0062529953468
B003,2025-02-24,2174.030933411146
B003,2025-02-25,2222.3090145156925
B003,2025-02-26,2350.0799440690494
B003,2025-02-27,2285.586863612021
B003,2025-02-28,2304.5989375030745
B003,2025-03-01,1421.6470007381204
B003,2025-03-02,1387.997981797515
B003,2025-03-03,2191.035851044668
B003,2025-03-04,2210.851143095144
B003,2025-03-05,2205.182836639582
B003,2025-03-06,2285.7591791294817
B003,2025-03-07,2338.723038851653
B003,2025-03-08,1366.969500653883
B003,2025-03-09,1387.6836380000457
B003,2025-03-10,2271.098705634354
B003,2025-03-11,2145.58684630775
B003,2025-03-12,2230.8021409647117
B003,2025-03-13,2187.5005485753886
B003,2025-03-14,2156.590171917531
B003,2025-03-15,1351.1362533013555
B003,2025-03-16,1347.3347326712508
B003,2025-03-17,2141.1069464218613
B003,2025-03-18,2189.549680872558
B003,2025-03-19,2123.058441178043
B003,2025-03-20,2152.0560424282357
B003,2025-03-21,2176.2186562764637
B003,2025-03-22,1348.7045482712276
B003,2025-03-23,1446.8122566105365
B003,2025-03-24,2150.0828056133882
B003,2025-03-25,2119.0909607437256
B003,2025-03-26,2189.0731887955403
B003,2025-03-27,2473.727359321739
B003,2025-03-28,2289.407800561832
B003,2025-03-29,1383.1524636922766
B003,2025-03-30,1395.9917927226645
B003,2025-03-31,2403.297433470464
B004,2025-01-01,5469.850690413743
B004,2025-01-02,5664.538415038504
B004,2025-01-03,5438.795779186903
B004,2025-01-04,4606.091514136064
B004,2025-01-05,5182.492060142622
B004,2025-01-06,5641.875041119514
B004,2025-01-07,6075.437709658658
B004,2025-01-08,5747.9024647320375
B004,2025-01-09,5894.763191508542
B004,2025-01-10,5878.625846265458
B004,2025-01-11,5261.811092868537
B004,2025-01-12,5026.6063372369545
B004,2025-01-13,5881.2368511203185
B004,2025-01-14,6087.920849896967
B004,2025-01-15,5838.756807643104
B004,2025-01-16,5802.7748622686895
B004,2025-01-17,6417.405010694705
B004,2025-01-18,5180.495751664933
B004,2025-01-19,5240.195688781538
B004,2025-01-20,5750.972559448772
B004,2025-01-21,6172.644879170216
B004,2025-01-22,6314.90627916132
B004,2025-01-23,6275.51925931399
B004,2025-01-24,5791.639652405907
B004,2025-01-25,5210.940141949097
B004,2025-01-26,5033.318207049315
B004,2025-01-27,5768.621278825926
B004,2025-01-28,6047.8082607996475
B004,2025-01-29,5912.7932252896535
B004,2025-01-30,5872.928108024709
B004,2025-01-31,5725.910258071669
B004,2025-02-01,5106.370148122649
B004,2025-02-02,5118.349379552772
B004,2025-02-03,6113.125077455231
B004,2025-02-04,6092.626898026692
B004,2025-02-05,5990.270589755408
B004,2025-02-06,5875.985883513841
B004,2025-02-07,5817.743635567666
B004,2025-02-08,5020.259004859689
B004,2025-02-09,4973.590034485369
B004,2025-02-10,5253.524150991338
B004,2025-02-11,5855.49890499681
B004,2025-02-12,5495.795294333582
B004,2025-02-13,5898.626211054136
B004,2025-02-14,5918.243001179699
B004,2025-02-15,4764.621456516238
B004,2025-02-16,4729.247024113964
B004,2025-02-17,5194.228908562485
B004,2025-02-18,6018.46178742161
B004,2025-02-19,5298.824118457265
B004,2025-02-20,5469.773637585073
B004,2025-02-21,5224.31066870382
B004,2025-02-22,4633.999695417233
B004,2025-02-23,5083.738907206216
B004,2025-02-24,5092.118968749451
B004,2025-02-25,5091.661103506355
B004,2025-02-26,4995.45044560853
B004,2025-02-27,5219.504518889247
B004,2025-02-28,5315.802367456614
B004,2025-03-01,4479.819617554702
B004,2025-03-02,4395.194506210883
B004,2025-03-03,4644.242032538838
B004,2025-03-04,4942.207038388297
B004,2025-03-05,4965.823324055212
B004,2025-03-06,4783.950727562806
B004,2025-03-07,4852.786877713817
B004,2025-03-08,4442.303407924781
B004,2025-03-09,4339.918635160235
B004,2025-03-10,4936.14029158581
B004,2025-03-11,4678.7942738266765
B004,2025-03-12,4975.151735575114
B004,2025-03-13,4500.190218751583
B004,2025-03-14,4542.864410180517
B004,2025-03-15,4334.320396958542
B004,2025-03-16,4342.695165106895
B004,2025-03-17,4499.32595181123
B004,2025-03-18,4539.489649164525
B004,2025-03-19,4587.937618526768
B004,2025-03-20,4639.018681416351
B004,2025-03-21,4563.367116998212
B004,2025-03-22,4253.652023404792
B004,2025-03-23,4143.7317298231565
B004,2025-03-24,4417.798586370288
B004,2025-03-25,4580.9134833146845
B004,2025-03-26,4600.181975781741
B004,2025-03-27,4561.9704494128955
B004,2025-03-28,4572.205903664927
B004,2025-03-29,4129.997771678468
B004,2025-03-30,3538.0213120569765
B004,2025-03-31,4396.027455787994
B005,2025-01-01,3042.5934155321115
B005,2025-01-02,2973.985388774493
B005,2025-01-03,2920.1844151151627
B005,2025-01-04,2401.107684467556
B005,2025-01-05,2651.069434801647
B005,2025-01-06,2967.1582849636284
B005,2025-01-07,2961.141180913897
B005,2025-01-08,3172.4063534706443
B005,2025-01-09,2872.475817289599
B005,2025-01-10,3223.4279151065675
B005,2025-01-11,2612.346498602212
B005,2025-01-12,2628.3734746875402
B005,2025-01-13,2943.5024795390195
B005,2025-01-14,2987.5433793712637
B005,2025-01-15,2855.5660412404854
B005,2025-01-16,2969.046987527033
B005,2025-01-17,3139.287339041568
B005,2025-01-18,2615.361191036229
B005,2025-01-19,2577.880174714727
B005,2025-01-20,2894.0013006227437
B005,2025-01-21,2884.5252994618336
B005,2025-01-22,3104.035532200196
B005,2025-01-23,2909.9381798611216
B005,2025-01-24,3167.5367931061955
B005,2025-01-25,2687.474316974996
B005,2025-01-26,2583.5434291036377
B005,2025-01-27,2900.67443688023
B005,2025-01-28,2837.8642567730108
B005,2025-01-29,2787.0418542113357
B005,2025-01-30,2841.961663623421
B005,2025-01-31,3121.6747211359443
B005,2025-02-01,2710.072681503085
B005,2025-02-02,2616.346134992797
B005,2025-02-03,2853.8890561632893
B005,2025-02-04,2947.6752699510375
B005,2025-02-05,3097.276792562827
B005,2025-02-06,3101.068294869642
B005,2025-02-07,2865.356317726252
B005,2025-02-08,2585.294077801657
B005,2025-02-09,2625.11121942186
B005,2025-02-10,2840.9833656553988
B005,2025-02-11,2674.8254447353347
B005,2025-02-12,2833.637243140354
B005,2025-02-13,2777.8532688661785
B005,2025-02-14,2822.6208959697396
B005,2025-02-15,2617.2467904474197
B005,2025-02-16,2610.59855136872
B005,2025-02-17,2613.3709142941284
B005,2025-02-18,2805.8246068798403
B005,2025-02-19,2840.4266941851038
B005,2025-02-20,2905.7856478254994
B005,2025-02-21,2660.9325237421526
B005,2025-02-22,2570.3524114940424
B005,2025-02-23,2382.726137747946
B005,2025-02-24,2961.51988698515
B005,2025-02-25,2853.805371635429
B005,2025-02-26,2835.5754396910565
B005,2025-02-27,2850.93864023153
B005,2025-02-28,2789.2545984996373
B005,2025-03-01,2345.5437841431326
B005,2025-03-02,2542.3214609489
B005,2025-03-03,2767.8125542350217
B005,2025-03-04,2652.996803375191
B005,2025-03-05,2588.4264827044594
B005,2025-03-06,2757.525424892091
B005,2025-03-07,2727.6097683832554
B005,2025-03-08,2327.8732033911497
B005,2025-03-09,2500.220787021942
B005,2025-03-10,2457.2389878298104
B005,2025-03-11,2739.2184628931864
B005,2025-03-12,2535.2792759708645
B005,2025-03-13,2441.311781201481
B005,2025-03-14,2482.2900673112763
B005,2025-03-15,2237.0568990255747
B005,2025-03-16,2206.7791432527956
B005,2025-03-17,2493.611777845256
B005,2025-03-18,2524.189575057886
B005,2025-03-19,2597.5209033023475
B005,2025-03-20,2325.6899410373794
B005,2025-03-21,2307.274538112938
B005,2025-03-22,2080.3795636026566
B005,2025-03-23,2104.543707445594
B005,2025-03-24,2463.847853844939
B005,2025-03-25,2284.5571075842
B005,2025-03-26,2229.490720499472
B005,2025-03-27,2445.2177919427804
B005,2025-03-28,2385.150739442513
B005,2025-03-29,1981.0798950015128
B005,2025-03-30,2116.692528341798
B005,2025-03-31,2431.206426331739
B006,2025-01-01,2898.5674846449124
B006,2025-01-02,2925.7448581034205
B006,2025-01-03,2913.2110174402433
B006,2025-01-04,1801.1743873124608
B006,2025-01-05,1802.5865629035868
B006,2025-01-06,2981.8131673746125
B006,2025-01-07,3019.668399448145
B006,2025-01-08,2920.458608373954
B006,2025-01-09,2975.854638960198
B006,2025-01-10,3056.0008277797397
B006,2025-01-11,1808.7660775341303
B006,2025-01-12,1797.6745154621776
B006,2025-01-13,2977.491651459351
B006,2025-01-14,3012.4496572040716
B006,2025-01-15,2953.3167175985
B006,2025-01-16,2950.9385312852614
B006,2025-01-17,3044.58766489765
B006,2025-01-18,1810.2469662387118
B006,2025-01-19,1808.8712630493576
B006,2025-01-20,2926.910574573803
B006,2025-01-21,2998.158469026325
B006,2025-01-22,3038.3043734741727
B006,2025-01-23,3030.6990617083816
B006,2025-01-24,2988.3364762404726
B006,2025-01-25,1808.9654627225507
B006,2025-01-26,1803.4330729465091
B006,2025-01-27,2943.961660550894
B006,2025-01-28,2992.4666404359573
B006,2025-01-29,3003.444222202977
B006,2025-01-30,2948.352377049045
B006,2025-01-31,2957.649801816259
B006,2025-02-01,1805.7525704892887
B006,2025-02-02,1830.0059501613212
B006,2025-02-03,2911.964212807602
B006,2025-02-04,2975.2402724870026
B006,2025-02-05,3000.919606001218
B006,2025-02-06,2939.998627201377
B006,2025-02-07,2984.927185194011
B006,2025-02-08,1810.826716197473
B006,2025-02-09,1826.9865035988657
B006,2025-02-10,2830.044546636879
B006,2025-02-11,2901.281664432528
B006,2025-02-12,2904.625780208715
B006,2025-02-13,2920.514914281516
B006,2025-02-14,2933.64103257748
B006,2025-02-15,1802.28427256967
B006,2025-02-16,1822.3966061185438
B006,2025-02-17,2844.47831347655
B006,2025-02-18,2963.016265503439
B006,2025-02-19,2901.7393902394488
B006,2025-02-20,2896.1957665396353
B006,2025-02-21,2905.118896007584
B006,2025-02-22,1801.146877606149
B006,2025-02-23,1827.109769925297
B006,2025-02-24,2830.1943074709357
B006,2025-02-25,2868.30954755755
B006,2025-02-26,2877.6474145089965
B006,2025-02-27,2871.6838421688985
B006,2025-02-28,2901.436762441954
B006,2025-03-01,1790.4619715889573
B006,2025-03-02,1791.0589644359657
B006,2025-03-03,2805.432694928349
B006,2025-03-04,2870.1509669123243
B006,2025-03-05,2864.9984344830377
B006,2025-03-06,2836.3649932045746
B006,2025-03-07,2876.906497808313
B006,2025-03-08,1788.0739027561283
B006,2025-03-09,1785.5752123150053
B006,2025-03-10,2842.130655097438
B006,2025-03-11,2839.17711007389
B006,2025-03-12,2857.776320701773
B006,2025-03-13,2820.1911804580177
B006,2025-03-14,2825.304840182285
B006,2025-03-15,1783.292281374702
B006,2025-03-16,1776.2851784047618
B006,2025-03-17,2757.666795042472
B006,2025-03-18,2767.3829578232744
B006,2025-03-19,2754.511725439944
B006,2025-03-20,2723.825052791017
B006,2025-03-21,2723.7923279693428
B006,2025-03-22,1734.1224289296476
B006,2025-03-23,1719.7909289819793
B006,2025-03-24,2648.453116816077
B006,2025-03-25,2698.4799647748064
B006,2025-03-26,2693.7466325369564
B006,2025-03-27,2681.6106436593227
B006,2025-03-28,2691.5367753148535
B006,2025-03-29,1714.9394322421983
B006,2025-03-30,1673.1753530252533
B006,2025-03-31,2638.106822228529
B007,2025-01-01,2677.258964267939
B007,2025-01-02,2644.941048312296
B007,2025-01-03,2646.698692371815
B007,2025-01-04,1722.452090748068
B007,2025-01-05,1737.9435266177156
B007,2025-01-06,2661.868726796665
B007,2025-01-07,2662.7959507934074
B007,2025-01-08,2671.7193988839344
B007,2025-01-09,2644.3757241897583
B007,2025-01-10,2674.3949126264506
B007,2025-01-11,1731.232048282045
B007,2025-01-12,1735.0529612662385
B007,2025-01-13,2648.079851583895
B007,2025-01-14,2667.275576005511
B007,2025-01-15,2634.083096650321
B007,2025-01-16,2647.1159745235577
B007,2025-01-17,2670.3911567721634
B007,2025-01-18,1734.296276651297
B007,2025-01-19,1714.8239123142964
B007,2025-01-20,2646.7637722060726
B007,2025-01-21,2646.941717924228
B007,2025-01-22,2670.5649673191015
B007,2025-01-23,2645.2549214208643
B007,2025-01-24,2674.3949126264506
B007,2025-01-25,1750.575926935947
B007,2025-01-26,1719.7817771724158
B007,2025-01-27,2646.7637722060726
B007,2025-01-28,2626.451042062964
B007,2025-01-29,2614.258533677299
B007,2025-01-30,2629.9212148040137
B007,2025-01-31,2670.8456484725357
B007,2025-02-01,1712.9341941948262
B007,2025-02-02,1705.5198420752104
B007,2025-02-03,2642.17635535202
B007,2025-02-04,2645.522786356972
B007,2025-02-05,2666.402879355035
B007,2025-02-06,2670.8456484725357
B007,2025-02-07,2643.7325173575273
B007,2025-02-08,1722.1580939391038
B007,2025-02-09,1727.6060340678478
B007,2025-02-10,2632.512955980145
B007,2025-02-11,2608.8934171189594
B007,2025-02-12,2630.051319679302
B007,2025-02-13,2610.2086220121114
B007,2025-02-14,2625.3671690427186
B007,2025-02-15,1708.5896879409695
B007,2025-02-16,1704.186455043756
B007,2025-02-17,2597.6985047551566
B007,2025-02-18,2599.083792847149
B007,2025-02-19,2628.3008478188685
B007,2025-02-20,2641.0211457307946
B007,2025-02-21,2600.918048207616
B007,2025-02-22,1694.6002969379117
B007,2025-02-23,1688.1340343731977
B007,2025-02-24,2648.7134422696813
B007,2025-02-25,2624.3301583667226
B007,2025-02-26,2629.4441150177777
B007,2025-02-27,2641.923155515509
B007,2025-02-28,2602.103051725453
B007,2025-03-01,1677.1776654210312
B007,2025-03-02,1706.7672021109822
B007,2025-03-03,2613.1061318280226
B007,2025-03-04,2598.2980364078203
B007,2025-03-05,2596.128146620204
B007,2025-03-06,2595.195537958098
B007,2025-03-07,2591.9631960715365
B007,2025-03-08,1669.468503466121
B007,2025-03-09,1689.0087167663382
B007,2025-03-10,2549.432213402771
B007,2025-03-11,2586.8460012531623
B007,2025-03-12,2578.1863232543237
B007,2025-03-13,2541.6943391705977
B007,2025-03-14,2547.338711124329
B007,2025-03-15,1667.242112526481
B007,2025-03-16,1674.87505539286
B007,2025-03-17,2550.1308210297975
B007,2025-03-18,2547.5022384231434
B007,2025-03-19,2587.9783009434045
B007,2025-03-20,2528.2541714983345
B007,2025-03-21,2515.751263815725
B007,2025-03-22,1662.3283810236683
B007,2025-03-23,1671.4985290832437
B007,2025-03-24,2539.9956576894406
B007,2025-03-25,2519.0218460775927
B007,2025-03-26,2477.2428272263573
B007,2025-03-27,2546.662239188751
B007,2025-03-28,2555.4003307217536
B007,2025-03-29,1610.5889145357587
B007,2025-03-30,1650.053583530286
B007,2025-03-31,2542.7433821604163
B008,2025-01-01,4847.088154051672
B008,2025-01-02,4864.028889808025
B008,2025-01-03,4894.415989534834
B008,2025-01-04,3053.20363157454
B008,2025-01-05,2941.7922430099425
B008,2025-01-06,4954.892778709371
B008,2025-01-07,4799.633804217642
B008,2025-01-08,4817.200245793406
B008,2025-01-09,4857.577162095073
B008,2025-01-10,4875.528366769985
B008,2025-01-11,3066.8383900380204
B008,2025-01-12,3021.8450410088976
B008,2025-01-13,4812.763737726089
B008,2025-01-14,4955.802487398115
B008,2025-01-15,4820.771744096144
B008,2025-01-16,4953.465975766322
B008,2025-01-17,4806.40448018582
B008,2025-01-18,3062.9303282350866
B008,2025-01-19,3051.79739063193
B008,2025-01-20,4915.768109574086
B008,2025-01-21,4709.526008853978
B008,2025-01-22,4812.166217093628
B008,2025-01-23,4715.265221608552
B008,2025-01-24,4800.0657702112585
B008,2025-01-25,2977.4769617237757
B008,2025-01-26,3024.000506694545
B008,2025-01-27,4893.965065089982
B008,2025-01-28,4889.373840577076
B008,2025-01-29,4809.006421949201
B008,2025-01-30,4912.910367390242
B008,2025-01-31,4671.561255103575
B008,2025-02-01,3039.4362189315875
B008,2025-02-02,2984.117211939145
B008,2025-02-03,4835.183346524765
B008,2025-02-04,4740.389248982328
B008,2025-02-05,4884.218343836335
B008,2025-02-06,4658.25853523169
B008,2025-02-07,4815.522819100454
B008,2025-02-08,3028.878552264228
B008,2025-02-09,3018.712929543991
B008,2025-02-10,4873.043004605156
B008,2025-02-11,4912.792573572068
B008,2025-02-12,4827.666741228515
B008,2025-02-13,4801.633717991918
B008,2025-02-14,4813.265131134992
B008,2025-02-15,3025.1408358069853
B008,2025-02-16,2980.3919413051776
B008,2025-02-17,4884.388967258655
B008,2025-02-18,4843.694252590951
B008,2025-02-19,4829.048609411324
B008,2025-02-20,4626.3728966186
B008,2025-02-21,4802.5984887449495
B008,2025-02-22,3035.0965694675565
B008,2025-02-23,2992.432760180458
B008,2025-02-24,4863.926250407681
B008,2025-02-25,4675.337416627106
B008,2025-02-26,4715.529522504977
B008,2025-02-27,4661.398473018973
B008,2025-02-28,4646.446400303528
B008,2025-03-01,2847.943696263443
B008,2025-03-02,2863.1948287656605
B008,2025-03-03,4680.469117159948
B008,2025-03-04,4618.514560901285
B008,2025-03-05,4459.699784941515
B008,2025-03-06,4667.105112242838
B008,2025-03-07,4532.319812945691
B008,2025-03-08,2830.7976771342574
B008,2025-03-09,2802.879269297567
B008,2025-03-10,4679.758845448643
B008,2025-03-11,4492.41064199622
B008,2025-03-12,4538.0407194062
B008,2025-03-13,4515.2658158234535
B008,2025-03-14,4398.955474295362
B008,2025-03-15,2744.32073095797
B008,2025-03-16,2728.9299389905646
B008,2025-03-17,4471.458432690996
B008,2025-03-18,4265.959995919657
B008,2025-03-19,4226.035065209394
B008,2025-03-20,4215.132550363008
B008,2025-03-21,4353.044953705813
B008,2025-03-22,2645.48746508119
B008,2025-03-23,2675.7074109443083
B008,2025-03-24,4156.347699956491
B008,2025-03-25,4117.0791286921185
B008,2025-03-26,4207.038581392651
B008,2025-03-27,4384.71531551844
B008,2025-03-28,4101.789024183091
B008,2025-03-29,2584.319335029951
B008,2025-03-30,2672.9022305748954
B008,2025-03-31,4208.0590531616235
B009,2025-01-01,2002.1431931915463
B009,2025-01-02,2003.941604092677
B009,2025-01-03,2014.236400358087
B009,2025-01-04,1236.5000001695569
B009,2025-01-05,1251.5216412607092
B009,2025-01-06,2013.4176857354387
B009,2025-01-07,2008.5122670803864
B009,2025-01-08,2022.2164108053141
B009,2025-01-09,2018.3244073960936
B009,2025-01-10,2030.6306454883402
B009,2025-01-11,1258.271759095051
B009,2025-01-12,1255.0367605224371
B009,2025-01-13,2013.198480070607
B009,2025-01-14,2024.182310709106
B009,2025-01-15,1979.597062230506
B009,2025-01-16,2011.9539351537337
B009,2025-01-17,2026.2714810547445
B009,2025-01-18,1258.972380772664
B009,2025-01-19,1235.697485506808
B009,2025-01-20,2009.5534397155807
B009,2025-01-21,2012.8334395921893
B009,2025-01-22,2024.5308594134078
B009,2025-01-23,2013.7232171834885
B009,2025-01-24,2031.1960072300492
B009,2025-01-25,1260.4747235703337
B009,2025-01-26,1249.3771713582182
B009,2025-01-27,2022.3048075726485
B009,2025-01-28,1978.52470699821
B009,2025-01-29,1944.8729468802849
B009,2025-01-30,1970.0482304815166
B009,2025-01-31,2018.3371229297252
B009,2025-02-01,1255.1017667005249
B009,2025-02-02,1254.6252756684244
B009,2025-02-03,1993.6127497294665
B009,2025-02-04,2023.9905091676048
B009,2025-02-05,2029.3174939307285
