date,city,temperature_f,humidity_pct,rainfall_in,wind_speed_mph
2020-04-01,New York,48.4,58.4,0.0,6.6
2020-04-02,New York,51.3,65.5,0.0,0.0
2020-04-03,New York,57.2,66.9,0.0,9.9
2020-04-04,New York,44.5,58.5,0.0,8.3
2020-04-05,New York,46.5,68.3,0.0,8.3
2020-04-06,New York,45.4,69.8,0.0,6.8
2020-04-07,New York,49.5,72.3,0.0,6.3
2020-04-08,New York,55.5,76.2,0.0,6.9
2020-04-09,New York,56.3,55.1,0.0,9.4
2020-04-10,New York,55.7,62.1,0.0,9.9
2020-04-11,New York,48.5,62.1,0.46,7.3
2020-04-12,New York,44.9,61.2,0.0,10.8
2020-04-13,New York,56.0,56.8,0.0,7.8
2020-04-14,New York,54.1,50.1,0.0,6.5
2020-04-15,New York,58.7,62.7,0.0,8.6
2020-04-16,New York,60.3,55.9,0.0,3.9
2020-04-17,New York,58.2,62.7,0.0,8.7
2020-04-18,New York,61.5,55.6,0.07,3.4
2020-04-19,New York,59.5,53.2,0.0,4.9
2020-04-20,New York,61.3,63.9,0.0,1.9
2020-04-21,New York,56.2,63.2,0.0,7.5
2020-04-22,New York,59.1,66.6,1.03,12.8
2020-04-23,New York,61.2,79.5,0.0,7.6
2020-04-24,New York,64.5,64.2,0.0,9.9
2020-04-25,New York,59.5,65.9,0.0,15.1
2020-04-26,New York,64.0,53.4,0.0,9.2
2020-04-27,New York,60.9,51.7,0.0,5.7
2020-04-28,New York,62.1,74.7,0.0,6.1
2020-04-29,New York,66.8,54.6,0.0,8.0
2020-04-30,New York,54.5,53.6,0.0,6.1
2020-05-01,New York,58.1,61.7,0.55,6.3
2020-05-02,New York,57.7,61.3,0.0,11.0
2020-05-03,New York,54.3,54.8,0.43,11.1
2020-05-04,New York,62.2,59.6,0.0,3.1
2020-05-05,New York,69.1,71.8,0.0,5.5
2020-05-06,New York,64.9,55.6,0.0,6.6
2020-05-07,New York,67.5,50.9,0.0,9.8
2020-05-08,New York,71.9,69.5,0.0,11.4
2020-05-09,New York,,65.9,0.0,16.1
2020-05-10,New York,67.6,57.0,0.0,6.6
2020-05-11,New York,74.4,49.3,0.0,6.8
2020-05-12,New York,69.1,56.0,0.6,9.8
2020-05-13,New York,65.4,61.6,0.0,6.0
2020-05-14,New York,66.9,71.3,0.0,7.6
2020-05-15,New York,63.3,53.7,0.0,6.8
2020-05-16,New York,66.4,61.3,0.0,0.1
2020-05-17,New York,69.2,67.4,0.0,8.4
2020-05-18,New York,74.8,42.9,0.0,7.5
2020-05-19,New York,79.3,70.3,0.0,11.8
2020-05-20,New York,65.8,52.5,0.0,8.0
2020-05-21,New York,74.1,64.7,0.0,4.2
2020-05-22,New York,68.1,64.0,0.0,7.2
2020-05-23,New York,75.3,70.7,0.0,1.7
2020-05-24,New York,72.9,66.4,0.0,4.4
2020-05-25,New York,65.6,43.0,0.0,9.9
2020-05-26,New York,78.4,55.7,0.0,7.3
2020-05-27,New York,71.9,63.1,0.0,10.8
2020-05-28,New York,72.6,60.4,0.0,2.1
2020-05-29,New York,70.5,65.8,0.0,7.3
2020-05-30,New York,72.7,68.3,0.0,6.6
2020-05-31,New York,77.9,66.9,0.0,10.9
2020-06-01,New York,75.5,60.3,0.39,10.0
2020-06-02,New York,78.2,47.2,0.0,9.9
2020-06-03,New York,78.7,58.4,0.25,12.6
2020-06-04,New York,83.3,65.3,0.0,6.9
2020-06-05,New York,76.1,53.3,0.14,12.0
2020-06-06,New York,71.3,67.1,0.0,4.9
2020-06-07,New York,83.1,69.3,0.0,4.8
2020-06-08,New York,77.1,63.0,0.0,10.3
2020-06-09,New York,83.9,37.5,0.0,3.5
2020-06-10,New York,80.9,51.8,0.0,9.7
2020-06-11,New York,78.9,77.1,0.0,8.3
2020-06-12,New York,81.3,57.6,0.0,11.2
2020-06-13,New York,88.8,46.1,0.0,7.8
2020-06-14,New York,89.6,71.9,0.32,8.2
2020-06-15,New York,80.8,62.1,0.0,9.5
2020-06-16,New York,81.5,70.8,0.0,6.0
2020-06-17,New York,85.9,64.2,1.44,5.9
2020-06-18,New York,77.4,65.7,0.0,9.4
2020-06-19,New York,83.0,64.9,0.0,7.9
2020-06-20,New York,81.6,67.6,0.0,6.8
2020-06-21,New York,83.3,80.2,0.0,7.8
2020-06-22,New York,78.4,69.8,0.53,12.8
2020-06-23,New York,75.2,49.4,0.0,6.7
2020-06-24,New York,73.2,65.6,0.0,6.6
2020-06-25,New York,77.7,71.1,0.0,2.9
2020-06-26,New York,80.8,71.6,0.0,7.9
2020-06-27,New York,81.8,58.6,0.0,10.0
2020-06-28,New York,92.0,71.3,0.0,10.5
2020-06-29,New York,88.4,69.4,0.0,8.3
2020-06-30,New York,79.2,82.6,0.0,10.9
2020-07-01,New York,85.3,56.0,0.0,10.2
2020-07-02,New York,82.0,57.9,0.7,11.3
2020-07-03,New York,82.7,59.6,0.0,11.0
2020-07-04,New York,84.9,58.1,0.0,12.7
2020-07-05,New York,87.0,54.9,0.0,7.5
2020-07-06,New York,82.8,39.9,0.31,4.0
2020-07-07,New York,89.2,58.5,0.0,10.0
2020-07-08,New York,79.4,65.0,0.0,10.3
2020-07-09,New York,84.6,58.1,0.0,12.7
2020-07-10,New York,96.4,77.5,0.0,11.8
2020-07-11,New York,85.7,62.1,0.0,13.8
2020-07-12,New York,91.2,72.3,0.0,9.9
2020-07-13,New York,85.3,64.1,0.0,8.7
2020-07-14,New York,87.5,68.6,0.0,3.8
2020-07-15,New York,84.7,64.2,0.0,8.9
2020-07-16,New York,84.2,73.0,0.96,6.3
2020-07-17,New York,81.5,62.4,0.0,8.6
2020-07-18,New York,86.9,66.0,0.0,8.2
2020-07-19,New York,81.2,64.9,1.18,9.4
2020-07-20,New York,88.0,59.7,0.0,7.7
2020-07-21,New York,89.9,65.2,0.0,10.8
2020-07-22,New York,86.6,79.9,0.0,0.0
2020-07-23,New York,83.7,59.8,0.0,8.6
2020-07-24,New York,87.0,65.4,0.0,11.6
2020-07-25,New York,83.5,72.1,0.0,13.6
2020-07-26,New York,89.0,71.1,0.0,10.2
2020-07-27,New York,76.5,62.1,0.0,13.1
2020-07-28,New York,83.2,42.9,0.0,8.5
2020-07-29,New York,75.7,66.1,0.0,8.0
2020-07-30,New York,77.8,44.2,0.0,9.6
2020-07-31,New York,90.6,73.8,0.0,8.0
2020-08-01,New York,88.4,63.4,1.54,5.7
2020-08-02,New York,81.0,70.0,0.0,6.5
2020-08-03,New York,77.4,54.8,0.0,4.7
2020-08-04,New York,70.7,49.6,0.0,9.6
2020-08-05,New York,81.5,64.1,0.0,8.0
2020-08-06,New York,94.7,61.7,0.0,6.9
2020-08-07,New York,85.6,58.1,0.0,6.3
2020-08-08,New York,81.0,62.7,0.0,9.5
2020-08-09,New York,,84.1,1.21,10.3
2020-08-10,New York,76.2,68.7,0.39,4.6
2020-08-11,New York,81.7,70.4,0.0,4.1
2020-08-12,New York,83.3,68.8,0.0,10.9
2020-08-13,New York,82.3,73.8,0.0,3.9
2020-08-14,New York,86.0,60.5,0.0,9.6
2020-08-15,New York,83.8,45.6,0.0,12.9
2020-08-16,New York,85.1,60.5,0.0,12.9
2020-08-17,New York,78.7,68.5,0.0,10.2
2020-08-18,New York,85.7,54.2,0.0,10.1
2020-08-19,New York,88.7,60.6,0.0,14.8
2020-08-20,New York,76.8,56.5,0.0,1.0
2020-08-21,New York,76.9,74.0,0.0,6.6
2020-08-22,New York,86.7,68.0,0.0,10.5
2020-08-23,New York,79.6,67.2,0.0,7.0
2020-08-24,New York,86.5,67.0,0.0,11.7
2020-08-25,New York,77.9,61.7,0.0,7.9
2020-08-26,New York,86.2,63.6,0.0,8.4
2020-08-27,New York,79.9,52.5,0.0,7.2
2020-08-28,New York,80.2,44.5,0.0,6.4
2020-08-29,New York,85.8,63.2,0.29,6.4
2020-08-30,New York,76.8,64.6,0.0,8.8
2020-08-31,New York,,71.7,0.0,5.7
2020-09-01,New York,75.8,74.6,0.0,10.9
2020-09-02,New York,79.6,74.6,0.0,10.0
2020-09-03,New York,70.2,54.0,1.32,11.3
2020-09-04,New York,79.8,59.2,0.0,4.6
2020-09-05,New York,74.1,65.8,0.0,2.9
2020-09-06,New York,81.4,82.3,0.0,8.0
2020-09-07,New York,65.1,73.8,0.0,16.7
2020-09-08,New York,72.0,71.0,0.0,11.8
2020-09-09,New York,67.6,58.9,0.0,6.3
2020-09-10,New York,71.1,54.9,0.0,9.3
2020-09-11,New York,75.6,68.3,0.0,10.2
2020-09-12,New York,73.3,53.2,0.0,3.9
2020-09-13,New York,72.6,60.1,1.08,12.1
2020-09-14,New York,72.7,61.1,0.33,7.5
2020-09-15,New York,73.9,74.7,1.37,7.7
2020-09-16,New York,68.1,59.2,0.0,8.1
2020-09-17,New York,75.4,42.5,0.0,11.4
2020-09-18,New York,74.8,66.0,0.0,5.7
2020-09-19,New York,73.2,56.4,0.0,2.9
2020-09-20,New York,73.5,62.3,0.0,9.0
2020-09-21,New York,72.0,61.3,0.0,1.9
2020-09-22,New York,79.4,59.8,0.0,7.1
2020-09-23,New York,69.4,68.3,0.0,11.6
2020-09-24,New York,68.0,49.7,0.0,9.7
2020-09-25,New York,65.6,57.9,0.0,11.1
2020-09-26,New York,63.9,67.5,0.0,9.9
2020-09-27,New York,62.5,57.1,0.47,15.2
2020-09-28,New York,63.7,49.1,0.0,6.2
2020-09-29,New York,67.0,67.3,0.0,9.2
2020-09-30,New York,68.4,71.0,0.0,6.7
2020-10-01,New York,66.6,61.6,0.0,10.9
2020-10-02,New York,62.5,46.3,0.0,7.8
2020-10-03,New York,69.6,67.6,0.0,13.2
2020-10-04,New York,68.4,48.7,0.0,6.4
2020-10-05,New York,63.9,64.5,0.0,12.2
2020-10-06,New York,61.3,54.9,0.0,9.8
2020-10-07,New York,66.2,52.7,0.53,7.9
2020-10-08,New York,64.2,58.5,0.0,9.6
2020-10-09,New York,56.4,60.5,0.0,8.8
2020-10-10,New York,62.1,56.8,0.0,9.1
2020-10-11,New York,63.1,66.7,0.0,7.4
2020-10-12,New York,57.5,58.4,0.0,5.9
2020-10-13,New York,61.9,69.8,0.0,7.0
2020-10-14,New York,54.1,64.2,0.0,3.0
2020-10-15,New York,66.2,56.4,0.0,10.5
2020-10-16,New York,65.3,55.1,0.08,4.3
2020-10-17,New York,58.1,48.8,0.0,7.3
2020-10-18,New York,60.4,64.3,0.0,9.9
2020-10-19,New York,47.5,59.2,1.54,10.5
2020-10-20,New York,52.7,43.0,0.0,2.7
2020-10-21,New York,56.1,57.7,0.0,7.7
2020-10-22,New York,52.1,54.8,0.0,9.4
2020-10-23,New York,59.7,74.6,0.54,8.2
2020-10-24,New York,65.0,48.4,0.0,12.0
2020-10-25,New York,50.3,50.5,0.45,5.5
2020-10-26,New York,51.4,70.9,0.0,1.9
2020-10-27,New York,55.8,72.9,0.0,10.4
2020-10-28,New York,61.5,56.0,0.41,6.4
2020-10-29,New York,48.3,56.9,0.1,2.7
2020-10-30,New York,54.5,66.9,0.66,7.5
2020-10-31,New York,61.1,43.4,0.0,11.7
2020-11-01,New York,45.0,47.1,0.0,4.2
2020-11-02,New York,46.2,59.8,0.0,15.0
2020-11-03,New York,49.7,74.4,0.0,5.5
2020-11-04,New York,48.8,58.5,0.0,8.3
2020-11-05,New York,54.4,62.8,0.0,4.3
2020-11-06,New York,51.3,71.1,0.0,8.1
2020-11-07,New York,41.8,78.9,0.0,7.6
2020-11-08,New York,51.7,57.4,0.0,3.5
2020-11-09,New York,46.4,61.9,0.0,16.5
2020-11-10,New York,54.3,76.6,0.0,6.5
2020-11-11,New York,45.3,49.8,0.0,6.5
2020-11-12,New York,44.8,70.2,0.0,10.9
2020-11-13,New York,49.7,53.9,0.38,13.4
2020-11-14,New York,50.3,62.8,0.0,11.4
2020-11-15,New York,48.5,60.1,1.42,4.4
2020-11-16,New York,38.5,54.3,0.0,8.6
2020-11-17,New York,48.1,54.1,0.0,2.4
2020-11-18,New York,40.6,64.2,0.0,10.7
2020-11-19,New York,45.9,70.0,0.0,3.1
2020-11-20,New York,38.1,61.0,0.0,5.6
2020-11-21,New York,46.1,62.6,0.0,8.0
2020-11-22,New York,40.1,66.6,0.0,9.3
2020-11-23,New York,37.6,54.2,0.0,7.2
2020-11-24,New York,46.2,67.9,0.0,12.6
2020-11-25,New York,43.7,68.6,0.0,10.2
2020-11-26,New York,39.5,82.8,0.0,9.9
2020-11-27,New York,48.4,59.0,0.0,4.3
2020-11-28,New York,39.6,58.3,0.0,13.1
2020-11-29,New York,41.3,68.2,0.0,5.6
2020-11-30,New York,42.1,68.6,0.0,13.2
2020-12-01,New York,37.7,57.7,0.0,14.1
2020-12-02,New York,42.3,58.8,0.0,9.5
2020-12-03,New York,37.5,66.3,0.0,11.1
2020-12-04,New York,37.7,55.4,0.0,0.0
2020-12-05,New York,45.3,58.7,0.0,7.4
2020-12-06,New York,34.2,62.7,0.0,11.3
2020-12-07,New York,27.7,70.0,0.0,10.8
2020-12-08,New York,45.6,57.2,0.0,4.3
2020-12-09,New York,49.5,47.3,0.0,7.1
2020-12-10,New York,35.9,46.7,0.0,0.4
2020-12-11,New York,28.7,51.9,0.49,9.2
2020-12-12,New York,35.8,51.5,0.0,2.4
2020-12-13,New York,35.6,60.8,0.0,11.4
2020-12-14,New York,35.8,52.5,0.0,11.5
2020-12-15,New York,31.4,56.4,0.0,6.6
2020-12-16,New York,38.7,55.8,0.0,9.6
2020-12-17,New York,38.3,58.5,0.0,7.3
2020-12-18,New York,28.9,72.6,0.0,8.7
2020-12-19,New York,38.6,67.3,0.0,4.6
2020-12-20,New York,44.5,62.1,0.0,9.9
2020-12-21,New York,35.8,58.3,0.0,3.1
2020-12-22,New York,33.3,58.5,0.0,2.5
2020-12-23,New York,34.0,64.6,0.0,7.6
2020-12-24,New York,37.2,66.7,0.0,7.4
2020-12-25,New York,26.4,54.7,0.0,8.8
2020-12-26,New York,34.8,62.3,0.0,6.1
2020-12-27,New York,32.1,45.7,0.0,13.7
2020-12-28,New York,42.0,63.7,0.0,8.5
2020-12-29,New York,32.8,68.1,0.0,8.7
2020-12-30,New York,40.9,59.8,0.0,8.6
2020-12-31,New York,28.3,76.5,0.0,11.0
2021-01-01,New York,35.9,55.0,0.0,9.7
2021-01-02,New York,34.5,63.7,0.0,9.3
2021-01-03,New York,29.0,61.7,2.33,10.2
2021-01-04,New York,33.6,61.2,0.0,2.5
2021-01-05,New York,38.2,61.1,0.0,2.6
2021-01-06,New York,31.2,62.9,0.0,7.8
2021-01-07,New York,24.9,68.8,0.0,7.4
2021-01-08,New York,32.4,73.0,0.0,9.7
2021-01-09,New York,28.3,62.0,0.0,8.1
2021-01-10,New York,30.8,68.5,0.0,9.7
2021-01-11,New York,31.9,56.4,0.0,4.3
2021-01-12,New York,24.5,68.1,0.47,8.0
2021-01-13,New York,24.9,55.9,0.0,4.0
2021-01-14,New York,34.3,70.7,0.0,9.2
2021-01-15,New York,29.7,79.7,0.0,2.4
2021-01-16,New York,20.5,61.0,0.0,9.0
2021-01-17,New York,35.5,44.5,0.0,3.6
2021-01-18,New York,33.2,57.6,0.7,6.8
2021-01-19,New York,28.8,71.9,1.16,10.7
2021-01-20,New York,26.1,66.4,0.0,8.7
2021-01-21,New York,35.8,64.0,0.0,3.1
2021-01-22,New York,33.6,70.1,0.0,6.0
2021-01-23,New York,42.8,65.9,0.0,3.5
2021-01-24,New York,34.0,71.7,0.0,2.9
2021-01-25,New York,33.9,69.4,0.0,8.4
2021-01-26,New York,31.5,74.2,0.0,9.7
2021-01-27,New York,35.9,64.9,0.0,9.3
2021-01-28,New York,35.2,69.2,0.0,9.8
2021-01-29,New York,38.0,59.5,0.0,8.0
2021-01-30,New York,30.2,57.2,1.04,7.2
2021-01-31,New York,30.6,75.7,0.0,4.8
2021-02-01,New York,30.5,63.7,0.0,6.7
2021-02-02,New York,36.4,68.4,0.0,4.0
2021-02-03,New York,39.7,63.0,0.0,5.5
2021-02-04,New York,31.0,57.3,0.0,8.3
2021-02-05,New York,31.3,62.1,0.0,7.6
2021-02-06,New York,34.7,73.5,0.0,17.2
2021-02-07,New York,32.3,66.4,0.0,4.0
2021-02-08,New York,37.9,48.3,0.0,7.6
2021-02-09,New York,23.6,60.3,0.0,3.7
2021-02-10,New York,30.2,76.3,0.35,6.8
2021-02-11,New York,30.6,60.3,0.0,7.0
2021-02-12,New York,23.8,47.6,0.0,10.5
2021-02-13,New York,30.1,77.1,0.0,6.7
2021-02-14,New York,30.6,67.5,0.29,7.4
2021-02-15,New York,34.0,61.4,0.0,6.7
2021-02-16,New York,40.1,59.0,0.0,3.8
2021-02-17,New York,34.2,70.7,0.0,6.0
2021-02-18,New York,30.9,57.7,0.0,6.9
2021-02-19,New York,35.5,71.2,1.17,8.2
2021-02-20,New York,40.7,66.3,0.0,9.7
2021-02-21,New York,31.8,64.0,0.0,7.3
2021-02-22,New York,32.4,63.2,0.0,7.2
2021-02-23,New York,39.3,60.6,0.0,2.8
2021-02-24,New York,36.0,70.4,0.0,9.6
2021-02-25,New York,40.2,55.1,0.0,5.9
2021-02-26,New York,37.5,49.0,0.0,10.2
2021-02-27,New York,41.0,66.9,0.0,11.9
2021-02-28,New York,33.5,67.0,0.57,7.4
2021-03-01,New York,,65.8,0.0,4.9
2021-03-02,New York,37.8,65.3,0.0,7.9
2021-03-03,New York,33.6,59.4,0.0,9.0
2021-03-04,New York,32.3,68.3,0.0,7.1
2021-03-05,New York,42.7,61.6,0.0,6.3
2021-03-06,New York,38.4,58.1,0.0,9.7
2021-03-07,New York,35.7,59.5,0.0,9.5
2021-03-08,New York,40.2,78.2,0.0,7.0
2021-03-09,New York,46.1,48.1,0.0,3.0
2021-03-10,New York,31.1,66.0,0.0,9.4
2021-03-11,New York,34.9,48.6,0.0,5.7
2021-03-12,New York,37.9,61.1,0.0,8.6
2021-03-13,New York,49.0,58.5,0.0,8.5
2021-03-14,New York,44.0,45.3,0.0,2.3
2021-03-15,New York,46.6,65.1,1.48,8.2
2021-03-16,New York,38.4,59.0,0.0,9.5
2021-03-17,New York,38.8,45.2,0.0,9.9
2021-03-18,New York,46.3,68.7,0.0,8.4
2021-03-19,New York,44.9,73.5,0.0,2.1
2021-03-20,New York,47.5,73.9,0.0,11.8
2021-03-21,New York,44.6,64.9,0.0,9.2
2021-03-22,New York,47.1,62.4,0.0,4.4
2021-03-23,New York,46.9,72.6,0.0,5.6
2021-03-24,New York,50.1,75.5,0.0,8.7
2021-03-25,New York,50.7,71.1,0.0,10.0
2021-03-26,New York,40.2,54.5,0.0,6.5
2021-03-27,New York,37.8,63.6,0.0,10.5
2021-03-28,New York,52.8,65.5,0.0,2.6
2021-03-29,New York,54.1,47.5,0.0,4.9
2021-03-30,New York,44.5,65.8,0.0,1.8
2021-03-31,New York,41.2,80.2,0.0,5.3
2021-04-01,New York,50.4,67.1,0.0,12.5
2021-04-02,New York,54.6,73.8,0.0,14.2
2021-04-03,New York,58.9,63.5,0.0,8.7
2021-04-04,New York,53.6,61.4,0.68,6.1
2021-04-05,New York,50.1,65.1,0.0,7.3
2021-04-06,New York,48.2,55.5,0.0,9.4
2021-04-07,New York,52.7,54.3,0.0,3.3
2021-04-08,New York,51.7,72.1,0.0,6.3
2021-04-09,New York,48.9,73.0,0.0,12.3
2021-04-10,New York,63.2,54.1,0.0,4.9
2021-04-11,New York,62.4,69.7,0.46,5.8
2021-04-12,New York,60.0,61.3,0.0,8.0
2021-04-13,New York,51.2,64.7,0.0,8.8
2021-04-14,New York,59.6,65.7,0.0,6.1
2021-04-15,New York,59.1,70.0,0.0,8.2
2021-04-16,New York,58.7,62.7,0.0,9.8
2021-04-17,New York,62.8,73.3,0.0,13.9
2021-04-18,New York,60.4,64.5,0.0,7.6
2021-04-19,New York,61.4,67.0,0.0,7.9
2021-04-20,New York,61.4,55.3,0.0,12.6
2021-04-21,New York,60.5,79.3,0.0,6.4
2021-04-22,New York,51.4,65.8,0.0,4.0
2021-04-23,New York,60.2,67.7,0.0,8.8
2021-04-24,New York,57.8,49.1,0.0,11.2
2021-04-25,New York,55.0,55.4,0.0,9.1
2021-04-26,New York,68.8,71.9,0.0,7.7
2021-04-27,New York,69.5,64.3,0.0,3.7
2021-04-28,New York,68.3,46.7,0.0,7.8
2021-04-29,New York,63.7,70.3,0.0,11.7
2021-04-30,New York,69.1,57.6,0.0,4.3
2021-05-01,New York,63.5,73.3,0.88,7.3
2021-05-02,New York,64.8,61.3,0.0,6.8
2021-05-03,New York,59.5,63.6,0.0,5.9
2021-05-04,New York,66.6,71.4,0.0,8.7
2021-05-05,New York,65.5,54.8,0.0,9.3
2021-05-06,New York,59.8,54.1,0.0,9.3
2021-05-07,New York,65.9,60.4,0.0,5.1
2021-05-08,New York,66.2,68.6,0.0,3.1
2021-05-09,New York,75.1,51.4,0.0,8.8
2021-05-10,New York,71.5,48.7,0.0,6.5
2021-05-11,New York,67.9,68.6,0.0,13.5
2021-05-12,New York,69.4,57.2,0.0,13.7
2021-05-13,New York,68.9,58.9,0.0,14.0
2021-05-14,New York,68.2,47.1,0.0,5.2
2021-05-15,New York,64.7,56.6,0.0,9.7
2021-05-16,New York,69.3,61.9,0.3,10.6
2021-05-17,New York,67.0,69.4,0.0,10.3
2021-05-18,New York,65.1,55.8,0.0,6.9
2021-05-19,New York,73.5,75.3,0.0,11.8
2021-05-20,New York,73.3,56.5,0.0,8.0
2021-05-21,New York,63.9,56.5,0.49,8.4
2021-05-22,New York,71.8,74.3,0.82,3.4
2021-05-23,New York,77.2,63.7,0.0,9.9
2021-05-24,New York,77.9,57.6,0.0,7.2
2021-05-25,New York,78.1,60.8,0.0,9.4
2021-05-26,New York,74.1,72.8,0.0,8.7
2021-05-27,New York,70.4,73.7,0.0,8.5
2021-05-28,New York,69.7,55.5,0.0,7.9
2021-05-29,New York,76.5,61.7,0.0,10.4
2021-05-30,New York,77.0,62.7,0.0,7.4
2021-05-31,New York,81.5,54.1,1.55,3.6
2021-06-01,New York,81.0,61.6,0.0,9.7
2021-06-02,New York,75.8,62.0,0.51,5.6
2021-06-03,New York,71.1,71.1,0.0,4.0
2021-06-04,New York,75.6,71.7,0.0,4.9
2021-06-05,New York,78.3,59.4,0.0,8.8
2021-06-06,New York,76.8,60.3,0.0,7.7
2021-06-07,New York,75.4,67.3,0.0,1.6
2021-06-08,New York,79.4,57.3,0.37,6.8
2021-06-09,New York,76.3,66.7,0.0,11.5
2021-06-10,New York,76.1,61.3,0.0,6.6
2021-06-11,New York,80.6,54.2,0.0,7.5
2021-06-12,New York,77.6,54.3,0.0,11.1
2021-06-13,New York,80.8,73.6,0.0,10.4
2021-06-14,New York,81.2,60.7,0.0,11.1
2021-06-15,New York,75.1,75.1,0.0,0.0
2021-06-16,New York,78.4,57.9,0.0,13.2
2021-06-17,New York,87.2,64.3,0.45,9.9
2021-06-18,New York,75.8,81.1,0.0,15.4
2021-06-19,New York,71.7,53.5,0.0,5.7
